,start_time,end_time,distance,ev_id
0,2020-01-01 08:17:00.000000,2020-01-01 08:52:42.330680,47.465,84b9f935dffdb0658b7b76113f517004
1,2020-01-01 18:14:00.000000,2020-01-01 18:49:10.990868,47.465,84b9f935dffdb0658b7b76113f517004
2,2020-01-02 07:59:00.000000,2020-01-02 08:32:12.074028,44.435,84b9f935dffdb0658b7b76113f517004
3,2020-01-02 18:37:00.000000,2020-01-02 19:10:01.300945,44.435,84b9f935dffdb0658b7b76113f517004
4,2020-01-03 08:00:00.000000,2020-01-03 08:34:27.302051,45.94,84b9f935dffdb0658b7b76113f517004
5,2020-01-03 18:16:00.000000,2020-01-03 18:50:43.656018,45.94,84b9f935dffdb0658b7b76113f517004
6,2020-01-04 08:07:00.000000,2020-01-04 08:42:07.149073,47.035,84b9f935dffdb0658b7b76113f517004
7,2020-01-04 18:39:00.000000,2020-01-04 19:14:37.063514,47.035,84b9f935dffdb0658b7b76113f517004
8,2020-01-05 07:45:00.000000,2020-01-05 08:21:36.115198,48.42,84b9f935dffdb0658b7b76113f517004
9,2020-01-05 18:46:00.000000,2020-01-05 19:22:46.388274,48.42,84b9f935dffdb0658b7b76113f517004
10,2020-01-06 08:05:00.000000,2020-01-06 08:38:40.895137,45.365,84b9f935dffdb0658b7b76113f517004
11,2020-01-06 18:23:00.000000,2020-01-06 18:56:56.980029,45.365,84b9f935dffdb0658b7b76113f517004
12,2020-01-07 07:54:00.000000,2020-01-07 08:29:36.466924,47.72,84b9f935dffdb0658b7b76113f517004
13,2020-01-07 18:43:00.000000,2020-01-07 19:18:31.482032,47.72,84b9f935dffdb0658b7b76113f517004
14,2020-01-08 08:12:00.000000,2020-01-08 08:45:38.456552,45.035,84b9f935dffdb0658b7b76113f517004
15,2020-01-08 18:22:00.000000,2020-01-08 18:55:35.768110,45.035,84b9f935dffdb0658b7b76113f517004
16,2020-01-09 07:43:00.000000,2020-01-09 08:19:07.583432,48.51,84b9f935dffdb0658b7b76113f517004
17,2020-01-09 18:17:00.000000,2020-01-09 18:53:21.501474,48.51,84b9f935dffdb0658b7b76113f517004
18,2020-01-10 08:01:00.000000,2020-01-10 08:35:51.334551,46.695,84b9f935dffdb0658b7b76113f517004
19,2020-01-10 18:15:00.000000,2020-01-10 18:50:09.544212,46.695,84b9f935dffdb0658b7b76113f517004
20,2020-01-11 08:12:00.000000,2020-01-11 08:46:14.582896,45.81,84b9f935dffdb0658b7b76113f517004
21,2020-01-11 18:36:00.000000,2020-01-11 19:10:03.176961,45.81,84b9f935dffdb0658b7b76113f517004
22,2020-01-12 07:43:00.000000,2020-01-12 08:18:25.921992,47.405,84b9f935dffdb0658b7b76113f517004
23,2020-01-12 18:26:00.000000,2020-01-12 19:01:42.200685,47.405,84b9f935dffdb0658b7b76113f517004
24,2020-01-13 07:42:00.000000,2020-01-13 08:17:29.469994,47.335,84b9f935dffdb0658b7b76113f517004
25,2020-01-13 18:46:00.000000,2020-01-13 19:21:11.450618,47.335,84b9f935dffdb0658b7b76113f517004
26,2020-01-14 07:49:00.000000,2020-01-14 08:25:35.448314,48.905,84b9f935dffdb0658b7b76113f517004
27,2020-01-14 18:13:00.000000,2020-01-14 18:49:40.184423,48.905,84b9f935dffdb0658b7b76113f517004
28,2020-01-15 08:03:00.000000,2020-01-15 08:37:16.457059,46.02,84b9f935dffdb0658b7b76113f517004
29,2020-01-15 18:15:00.000000,2020-01-15 18:49:14.748748,46.02,84b9f935dffdb0658b7b76113f517004
30,2020-01-16 08:03:00.000000,2020-01-16 08:35:55.641765,44.39,84b9f935dffdb0658b7b76113f517004
31,2020-01-16 18:37:00.000000,2020-01-16 19:10:02.622543,44.39,84b9f935dffdb0658b7b76113f517004
32,2020-01-17 07:44:00.000000,2020-01-17 08:19:36.019606,47.07,84b9f935dffdb0658b7b76113f517004
33,2020-01-17 18:28:00.000000,2020-01-17 19:03:22.659344,47.07,84b9f935dffdb0658b7b76113f517004
34,2020-01-18 08:07:00.000000,2020-01-18 08:40:45.988790,45.185,84b9f935dffdb0658b7b76113f517004
35,2020-01-18 18:47:00.000000,2020-01-18 19:20:34.761542,45.185,84b9f935dffdb0658b7b76113f517004
36,2020-01-19 07:52:00.000000,2020-01-19 08:25:00.540399,44.53,84b9f935dffdb0658b7b76113f517004
37,2020-01-19 18:30:00.000000,2020-01-19 19:03:33.985907,44.53,84b9f935dffdb0658b7b76113f517004
38,2020-01-20 08:01:00.000000,2020-01-20 08:35:49.840729,46.3,84b9f935dffdb0658b7b76113f517004
39,2020-01-20 18:43:00.000000,2020-01-20 19:17:37.075200,46.3,84b9f935dffdb0658b7b76113f517004
40,2020-01-21 08:14:00.000000,2020-01-21 08:47:34.296402,44.925,84b9f935dffdb0658b7b76113f517004
41,2020-01-21 18:37:00.000000,2020-01-21 19:10:56.197078,44.925,84b9f935dffdb0658b7b76113f517004
42,2020-01-22 08:15:00.000000,2020-01-22 08:49:39.343728,46.59,84b9f935dffdb0658b7b76113f517004
43,2020-01-22 18:29:00.000000,2020-01-22 19:03:52.363613,46.59,84b9f935dffdb0658b7b76113f517004
44,2020-01-23 07:57:00.000000,2020-01-23 08:32:11.672976,47.03,84b9f935dffdb0658b7b76113f517004
45,2020-01-23 18:23:00.000000,2020-01-23 18:58:18.098350,47.03,84b9f935dffdb0658b7b76113f517004
46,2020-01-24 08:06:00.000000,2020-01-24 08:39:26.210328,44.775,84b9f935dffdb0658b7b76113f517004
47,2020-01-24 18:37:00.000000,2020-01-24 19:10:43.165771,44.775,84b9f935dffdb0658b7b76113f517004
48,2020-01-25 07:43:00.000000,2020-01-25 08:18:18.311384,47.295,84b9f935dffdb0658b7b76113f517004
49,2020-01-25 18:46:00.000000,2020-01-25 19:21:22.861779,47.295,84b9f935dffdb0658b7b76113f517004
50,2020-01-26 08:10:00.000000,2020-01-26 08:47:05.393456,48.85,84b9f935dffdb0658b7b76113f517004
51,2020-01-26 18:32:00.000000,2020-01-26 19:08:12.251220,48.85,84b9f935dffdb0658b7b76113f517004
52,2020-01-27 07:53:00.000000,2020-01-27 08:26:12.629904,44.555,84b9f935dffdb0658b7b76113f517004
53,2020-01-27 18:12:00.000000,2020-01-27 18:45:13.138147,44.555,84b9f935dffdb0658b7b76113f517004
54,2020-01-28 08:05:00.000000,2020-01-28 08:40:15.138781,47.505,84b9f935dffdb0658b7b76113f517004
55,2020-01-28 18:45:00.000000,2020-01-28 19:20:56.741319,47.505,84b9f935dffdb0658b7b76113f517004
56,2020-01-29 08:08:00.000000,2020-01-29 08:42:35.845815,46.49,84b9f935dffdb0658b7b76113f517004
57,2020-01-29 18:42:00.000000,2020-01-29 19:17:03.842910,46.49,84b9f935dffdb0658b7b76113f517004
58,2020-01-30 07:58:00.000000,2020-01-30 08:32:45.137971,46.2,84b9f935dffdb0658b7b76113f517004
59,2020-01-30 18:20:00.000000,2020-01-30 18:54:18.640220,46.2,84b9f935dffdb0658b7b76113f517004
60,2020-01-31 08:13:00.000000,2020-01-31 08:47:09.783755,46.1,84b9f935dffdb0658b7b76113f517004
61,2020-01-31 18:25:00.000000,2020-01-31 18:59:30.890262,46.1,84b9f935dffdb0658b7b76113f517004
62,2020-02-01 08:04:00.000000,2020-02-01 08:40:12.674209,48.76,84b9f935dffdb0658b7b76113f517004
63,2020-02-01 18:18:00.000000,2020-02-01 18:54:26.300404,48.76,84b9f935dffdb0658b7b76113f517004
64,2020-02-02 07:57:00.000000,2020-02-02 08:32:05.012357,46.25,84b9f935dffdb0658b7b76113f517004
65,2020-02-02 18:47:00.000000,2020-02-02 19:21:50.540753,46.25,84b9f935dffdb0658b7b76113f517004
66,2020-02-03 08:06:00.000000,2020-02-03 08:40:50.886189,46.895,84b9f935dffdb0658b7b76113f517004
67,2020-02-03 18:35:00.000000,2020-02-03 19:10:08.691938,46.895,84b9f935dffdb0658b7b76113f517004
68,2020-02-04 08:17:00.000000,2020-02-04 08:50:29.621621,44.91,84b9f935dffdb0658b7b76113f517004
69,2020-02-04 18:22:00.000000,2020-02-04 18:55:16.307827,44.91,84b9f935dffdb0658b7b76113f517004
70,2020-02-05 08:16:00.000000,2020-02-05 08:52:26.169381,48.115,84b9f935dffdb0658b7b76113f517004
71,2020-02-05 18:23:00.000000,2020-02-05 18:59:23.174487,48.115,84b9f935dffdb0658b7b76113f517004
72,2020-02-06 08:15:00.000000,2020-02-06 08:51:11.557571,48.25,84b9f935dffdb0658b7b76113f517004
73,2020-02-06 18:41:00.000000,2020-02-06 19:17:00.455590,48.25,84b9f935dffdb0658b7b76113f517004
74,2020-02-07 07:46:00.000000,2020-02-07 08:22:37.977241,48.525,84b9f935dffdb0658b7b76113f517004
75,2020-02-07 18:30:00.000000,2020-02-07 19:06:47.945140,48.525,84b9f935dffdb0658b7b76113f517004
76,2020-02-08 08:15:00.000000,2020-02-08 08:51:32.625059,48.165,84b9f935dffdb0658b7b76113f517004
77,2020-02-08 18:30:00.000000,2020-02-08 19:05:44.104559,48.165,84b9f935dffdb0658b7b76113f517004
78,2020-02-09 08:04:00.000000,2020-02-09 08:40:19.388336,49.03,84b9f935dffdb0658b7b76113f517004
79,2020-02-09 18:40:00.000000,2020-02-09 19:16:43.711847,49.03,84b9f935dffdb0658b7b76113f517004
80,2020-02-10 08:08:00.000000,2020-02-10 08:41:46.074007,44.61,84b9f935dffdb0658b7b76113f517004
81,2020-02-10 18:27:00.000000,2020-02-10 19:00:28.354246,44.61,84b9f935dffdb0658b7b76113f517004
82,2020-02-11 08:06:00.000000,2020-02-11 08:39:41.059143,44.7,84b9f935dffdb0658b7b76113f517004
83,2020-02-11 18:14:00.000000,2020-02-11 18:47:46.622697,44.7,84b9f935dffdb0658b7b76113f517004
84,2020-02-12 08:17:00.000000,2020-02-12 08:51:13.768953,45.81,84b9f935dffdb0658b7b76113f517004
85,2020-02-12 18:20:00.000000,2020-02-12 18:54:05.110486,45.81,84b9f935dffdb0658b7b76113f517004
86,2020-02-13 07:48:00.000000,2020-02-13 08:22:48.781319,46.99,84b9f935dffdb0658b7b76113f517004
87,2020-02-13 18:26:00.000000,2020-02-13 19:01:12.907797,46.99,84b9f935dffdb0658b7b76113f517004
88,2020-02-14 07:53:00.000000,2020-02-14 08:26:31.441568,44.39,84b9f935dffdb0658b7b76113f517004
89,2020-02-14 18:18:00.000000,2020-02-14 18:51:16.721259,44.39,84b9f935dffdb0658b7b76113f517004
90,2020-02-15 07:47:00.000000,2020-02-15 08:20:53.941781,45.49,84b9f935dffdb0658b7b76113f517004
91,2020-02-15 18:44:00.000000,2020-02-15 19:18:20.272707,45.49,84b9f935dffdb0658b7b76113f517004
92,2020-02-16 07:58:00.000000,2020-02-16 08:34:50.610071,48.92,84b9f935dffdb0658b7b76113f517004
93,2020-02-16 18:36:00.000000,2020-02-16 19:12:16.817927,48.92,84b9f935dffdb0658b7b76113f517004
94,2020-02-17 07:54:00.000000,2020-02-17 08:27:18.470056,44.74,84b9f935dffdb0658b7b76113f517004
95,2020-02-17 18:15:00.000000,2020-02-17 18:48:14.043430,44.74,84b9f935dffdb0658b7b76113f517004
96,2020-02-18 08:03:00.000000,2020-02-18 08:37:37.017009,45.79,84b9f935dffdb0658b7b76113f517004
97,2020-02-18 18:40:00.000000,2020-02-18 19:13:56.873122,45.79,84b9f935dffdb0658b7b76113f517004
98,2020-02-19 08:17:00.000000,2020-02-19 08:51:48.823094,46.04,84b9f935dffdb0658b7b76113f517004
99,2020-02-19 18:41:00.000000,2020-02-19 19:15:13.606866,46.04,84b9f935dffdb0658b7b76113f517004
100,2020-02-20 08:10:00.000000,2020-02-20 08:43:22.699615,44.615,84b9f935dffdb0658b7b76113f517004
101,2020-02-20 18:28:00.000000,2020-02-20 19:01:19.468763,44.615,84b9f935dffdb0658b7b76113f517004
102,2020-02-21 07:55:00.000000,2020-02-21 08:30:41.170977,48.045,84b9f935dffdb0658b7b76113f517004
103,2020-02-21 18:26:00.000000,2020-02-21 19:02:24.253852,48.045,84b9f935dffdb0658b7b76113f517004
104,2020-02-22 07:58:00.000000,2020-02-22 08:33:32.304849,47.13,84b9f935dffdb0658b7b76113f517004
105,2020-02-22 18:33:00.000000,2020-02-22 19:08:17.981150,47.13,84b9f935dffdb0658b7b76113f517004
106,2020-02-23 07:59:00.000000,2020-02-23 08:32:40.647875,44.625,84b9f935dffdb0658b7b76113f517004
107,2020-02-23 18:35:00.000000,2020-02-23 19:08:26.742836,44.625,84b9f935dffdb0658b7b76113f517004
108,2020-02-24 08:12:00.000000,2020-02-24 08:45:49.930238,45.115,84b9f935dffdb0658b7b76113f517004
109,2020-02-24 18:40:00.000000,2020-02-24 19:14:00.719513,45.115,84b9f935dffdb0658b7b76113f517004
110,2020-02-25 07:44:00.000000,2020-02-25 08:18:01.856815,45.72,84b9f935dffdb0658b7b76113f517004
111,2020-02-25 18:37:00.000000,2020-02-25 19:11:12.926188,45.72,84b9f935dffdb0658b7b76113f517004
112,2020-02-26 08:01:00.000000,2020-02-26 08:35:17.659416,46.005,84b9f935dffdb0658b7b76113f517004
113,2020-02-26 18:34:00.000000,2020-02-26 19:08:38.281856,46.005,84b9f935dffdb0658b7b76113f517004
114,2020-02-27 07:51:00.000000,2020-02-27 08:24:25.528301,44.465,84b9f935dffdb0658b7b76113f517004
115,2020-02-27 18:17:00.000000,2020-02-27 18:50:09.930038,44.465,84b9f935dffdb0658b7b76113f517004
116,2020-02-28 07:54:00.000000,2020-02-28 08:28:50.452682,46.465,84b9f935dffdb0658b7b76113f517004
117,2020-02-28 18:41:00.000000,2020-02-28 19:16:12.334244,46.465,84b9f935dffdb0658b7b76113f517004
118,2020-02-29 07:47:00.000000,2020-02-29 08:21:36.912796,45.595,84b9f935dffdb0658b7b76113f517004
119,2020-02-29 18:14:00.000000,2020-02-29 18:47:48.640404,45.595,84b9f935dffdb0658b7b76113f517004
120,2020-03-01 08:16:00.000000,2020-03-01 08:52:29.089912,48.205,84b9f935dffdb0658b7b76113f517004
121,2020-03-01 18:39:00.000000,2020-03-01 19:15:32.517214,48.205,84b9f935dffdb0658b7b76113f517004
122,2020-03-02 07:55:00.000000,2020-03-02 08:28:34.703496,44.965,84b9f935dffdb0658b7b76113f517004
123,2020-03-02 18:34:00.000000,2020-03-02 19:07:23.496090,44.965,84b9f935dffdb0658b7b76113f517004
124,2020-03-03 07:51:00.000000,2020-03-03 08:26:43.230777,47.125,84b9f935dffdb0658b7b76113f517004
125,2020-03-03 18:35:00.000000,2020-03-03 19:09:56.609002,47.125,84b9f935dffdb0658b7b76113f517004
126,2020-03-04 07:55:00.000000,2020-03-04 08:31:09.878686,48.62,84b9f935dffdb0658b7b76113f517004
127,2020-03-04 18:39:00.000000,2020-03-04 19:15:31.318392,48.62,84b9f935dffdb0658b7b76113f517004
128,2020-03-05 08:10:00.000000,2020-03-05 08:45:05.949023,47.275,84b9f935dffdb0658b7b76113f517004
129,2020-03-05 18:29:00.000000,2020-03-05 19:04:27.877853,47.275,84b9f935dffdb0658b7b76113f517004
130,2020-03-06 07:48:00.000000,2020-03-06 08:21:06.853379,44.595,84b9f935dffdb0658b7b76113f517004
131,2020-03-06 18:40:00.000000,2020-03-06 19:13:38.433593,44.595,84b9f935dffdb0658b7b76113f517004
132,2020-03-07 07:52:00.000000,2020-03-07 08:27:03.507275,46.395,84b9f935dffdb0658b7b76113f517004
